label,id,name,source_document,purpose,description,characteristics
ProcessOutcome,SWE.1.OUT.7,null,ASPICE_PAM_4.1,null,The software requirements are agreed and communicated to all affected parties.,null
ProcessOutcome,SWE.2.OUT.1,null,ASPICE_PAM_4.1,null,A software architecture is designed including the static and dynamic aspects.,null
ProcessOutcome,SWE.2.OUT.2,null,ASPICE_PAM_4.1,null,The software architecture is analyzed against the defined criteria.,null
ProcessOutcome,SWE.2.OUT.3,null,ASPICE_PAM_4.1,null,Consistency and bidirectional traceability are established between the software architecture and the software requirements.,null
ProcessOutcome,SWE.2.OUT.4,null,ASPICE_PAM_4.1,null,The software architecture is agreed and communicated to all affected parties.,null
ProcessOutcome,SWE.3.OUT.1,null,ASPICE_PAM_4.1,null,A detailed design is specified including the static and dynamic aspects.,null
ProcessOutcome,SWE.3.OUT.2,null,ASPICE_PAM_4.1,null,Software units as specified in the software detailed design are constructed.,null
ProcessOutcome,SWE.3.OUT.3,null,ASPICE_PAM_4.1,null,Consistency and bidirectional traceability are established between the software detailed design and the software architecture.,null
ProcessOutcome,SWE.3.OUT.4,null,ASPICE_PAM_4.1,null,Consistency and bidirectional traceability are established between the source code and the software detailed design.,null
ProcessOutcome,SWE.3.OUT.5,null,ASPICE_PAM_4.1,null,Consistency and bidirectional traceability are established between the software detailed design and the software requirements.,null
ProcessOutcome,SWE.3.OUT.6,null,ASPICE_PAM_4.1,null,The source code and the agreed software detailed design are communicated to all affected parties.,null
ProcessOutcome,SWE.4.OUT.1,null,ASPICE_PAM_4.1,null,Verification measures for the software unit verification are specified.,null
ProcessOutcome,SWE.4.OUT.2,null,ASPICE_PAM_4.1,null,"Software unit verification measures are selected according to the release scope, including criteria for regression verification.",null
ProcessOutcome,SWE.4.OUT.3,null,ASPICE_PAM_4.1,null,"The Software units are verified using the selected verification measures, and the results are recorded.",null
ProcessOutcome,SWE.4.OUT.4,null,ASPICE_PAM_4.1,null,Consistency and bidirectional traceability are established between verification measures and the software units.,null
ProcessOutcome,SWE.4.OUT.5,null,ASPICE_PAM_4.1,null,Bidirectional traceability is established between the verification results and the verification measures.,null
ProcessOutcome,SWE.4.OUT.6,null,ASPICE_PAM_4.1,null,Results of the software unit verification are summarized and communicated to all affected parties.,null
ProcessOutcome,SWE.5.OUT.1,null,ASPICE_PAM_4.1,null,"Verification measures are specified for the software integration verification of the integrated software elements based on the software architecture and the detailed design, including the interfaces of, and interactions between, the software components.",null
ProcessOutcome,SWE.5.OUT.2,null,ASPICE_PAM_4.1,null,Verification measures for the software components are specified to provide evidence for compliance of the software components with the software components' behavior and interfaces.,null
ProcessOutcome,SWE.5.OUT.3,null,ASPICE_PAM_4.1,null,The Software elements are integrated up to a complete integrated software.,null
ProcessOutcome,SWE.5.OUT.4,null,ASPICE_PAM_4.1,null,"Verification measures are selected according to the release scope considering criteria, including criteria for regression verification.",null
ProcessOutcome,SWE.5.OUT.5,null,ASPICE_PAM_4.1,null,"The software components are verified using the selected verification measures, and the results of the integration verification are recorded.",null
ProcessOutcome,SWE.5.OUT.6,null,ASPICE_PAM_4.1,null,"The integrated software elements are verified using the selected verification measures, and the results of the integration verification are recorded.",null
ProcessOutcome,SWE.5.OUT.7,null,ASPICE_PAM_4.1,null,Consistency and bidirectional traceability are established between the verification measures and the software architecture as well as the detailed design.,null
ProcessOutcome,SWE.5.OUT.8,null,ASPICE_PAM_4.1,null,Bidirectional traceability is established between the verification results and the verification measures.,null
ProcessOutcome,SWE.5.OUT.9,null,ASPICE_PAM_4.1,null,The results of the software component verification and software elements integration verification are summarized and communicated to all affected parties.,null
ProcessOutcome,SWE.6.OUT.1,null,ASPICE_PAM_4.1,null,Verification measures are specified for the verification of the software based on the software requirements.,null
ProcessOutcome,SWE.6.OUT.2,null,ASPICE_PAM_4.1,null,"Verification measures are selected according to the release scope considering criteria, including criteria for regression verification.",null
ProcessOutcome,SWE.6.OUT.3,null,ASPICE_PAM_4.1,null,The integrated software is verified using the selected verification measures and the results of the software verification are recorded.,null
ProcessOutcome,SWE.6.OUT.4,null,ASPICE_PAM_4.1,null,Consistency and bidirectional traceability are established between verification measures and software requirements.,null
ProcessOutcome,SWE.6.OUT.5,null,ASPICE_PAM_4.1,null,Bidirectional traceability is established between the verification results and the verification measures.,null
ProcessOutcome,SWE.6.OUT.6,null,ASPICE_PAM_4.1,null,The results of the software verification are summarized and communicated to all affected parties.,null
ProcessOutcome,VAL.1.OUT.1,null,ASPICE_PAM_4.1,null,Validation measures are selected considering criteria for the regression verification.,null
ProcessOutcome,VAL.1.OUT.2,null,ASPICE_PAM_4.1,null,"The product is validated using the selected validation measures, and the results of validation are recorded.",null
ProcessOutcome,VAL.1.OUT.3,null,ASPICE_PAM_4.1,null,"Consistency and bidirectional traceability are established between validation measures and the stakeholder requirements, if applicable; and bidirectional traceability is established between the validation results and the validation measures.",null
ProcessOutcome,VAL.1.OUT.4,null,ASPICE_PAM_4.1,null,The results of the validation are summarized and communicated to all affected parties.,null
ProcessOutcome,MLE.1.OUT.1,null,ASPICE_PAM_4.1,null,The ML requirements including ML data requirements are identified and specified based on the software requirements and the components of the software architecture.,null
ProcessOutcome,MLE.1.OUT.2,null,ASPICE_PAM_4.1,null,The ML requirements are structured and prioritized.,null
ProcessOutcome,MLE.1.OUT.3,null,ASPICE_PAM_4.1,null,The ML requirements are analyzed for correctness and verifiability.,null
ProcessOutcome,MLE.1.OUT.4,null,ASPICE_PAM_4.1,null,The impact of the ML requirements on the ML operating environment is analyzed.,null
ProcessOutcome,MLE.1.OUT.5,null,ASPICE_PAM_4.1,null,"Consistency and bidirectional traceability are established between the ML requirements and the software requirements, and between the ML requirements and the software architecture.",null
ProcessOutcome,MLE.1.OUT.6,null,ASPICE_PAM_4.1,null,The ML requirements are agreed and communicated to all affected parties.,null
ProcessOutcome,MLE.2.OUT.1,null,ASPICE_PAM_4.1,null,A ML architecture is developed.,null
